1.Como as NFTs são diferentes de outras criptomoedas?,Representam ativos únicos e indivisíveis,Apenas têm valor em transações locais,São idênticas a outras moedas digitais,Nenhuma relação com criptomoedas,
1.Qual é o impacto ambiental da mineração de criptomoedas?,Pode ser alto devido ao consumo de energia,Impacto mínimo pois é virtual e não físico,Zero impacto ambiental,Nenhuma relação com criptomoedas,
1.Quais são as preocupações éticas em torno das NFTs?,Impacto ambiental autenticidade e direitos autorais,Falta de design inovador nas NFTs,Alta acessibilidade para pequenos investidores,Nenhuma relação com NFTs,
1.O que é "staking" em criptomoedas?,Manter criptomoedas para validar transações,Ganhar juros por manter moedas na carteira,Processo de mineração intensivo em recursos,Nenhuma relação com criptomoedas,
1.Qual é o papel dos nós (nodes) numa rede blockchain?,Validar e propagar transações pela rede,Executar transações de forma centralizada,Criar novas criptomoedas,Desenvolver contratos inteligentes,
1.Qual é o risco associado às altcoins?,Alta volatilidade e menor liquidez,Mesmo risco que as principais criptomoedas,Risco inexistente para altcoins,Nenhuma relação com criptomoedas,
1.O que é uma carteira de hardware para criptomoedas?,Dispositivo físico para armazenar chaves privadas,Aplicativo de smartphone para consultar saldos,Plataforma online para comprar criptomoedas,Nenhuma relação com criptomoedas,
1.Como as criptomoedas oferecem privacidade nas transações?,Através de técnicas de anonimato e criptografia,Todas as transações são públicas e rastreáveis,Privacidade não é uma característica das criptomoedas,Nenhuma relação com criptomoedas,
1.Como a tokenização de ativos funciona na blockchain?,Representa ativos do mundo real como tokens digitais,Criação de novas criptomoedas,Compra e venda de tokens físicos,Nenhuma relação com criptomoedas,
1.Qual é o papel dos pools de mineração em criptomoedas?,Agrupar recursos de vários mineradores para aumentar as chances de recompensas,Minerar de forma isolada para maximizar lucros,Controlar o valor de mercado das criptomoedas,Nenhuma relação com criptomoedas,
1.O que é "hash rate" em mineração de criptomoedas?,Medida da potência de processamento da rede,Quantidade de moedas mineradas por hora,Taxa de câmbio entre diferentes criptomoedas,Nenhuma relação com criptomoedas,
1.Qual é a função de um contrato inteligente em blockchain?,Automatizar e executar contratos de forma autônoma,Validar contratos apenas manualmente,Criar novas criptomoedas,Nenhuma relação com contratos inteligentes,
1.Como as criptomoedas podem impactar os sistemas financeiros tradicionais?,Introduzindo novos modelos financeiros descentralizados,Alterando o valor das moedas tradicionais,Minimizando a importância dos bancos,Nenhuma relação com criptomoedas,
1.Qual é a importância da descentralização em criptomoedas?,Evitar o controle centralizado e censura,Garantir o controle total de uma entidade,Reduzir a eficiência das transações,Nenhuma relação com criptomoedas,
1.Como as criptomoedas podem ser usadas na inclusão financeira?,Facilitando o acesso a serviços financeiros em regiões desatendidas,Aumentando a exclusão financeira,Limitando o acesso a transações locais,Nenhuma relação com criptomoedas,
1.Qual é o conceito de "whale" no mercado de criptomoedas?,Investidor com grande quantidade de criptomoedas,Novo tipo de criptomoeda,Mineiro de criptomoedas,Nenhuma relação com criptomoedas,
1.O que é o "halving" em criptomoedas como o Bitcoin?,Redução pela metade da recompensa dos mineradores,Novo tipo de criptomoeda,Lançamento de uma nova rede blockchain,Nenhuma relação com criptomoedas,
1.Qual é o papel dos "crypto influencers" no mercado?,Influenciar o valor das criptomoedas por meio de promoção,Controle sobre a criação de novas criptomoedas,Lançamento de uma nova rede blockchain,Nenhuma relação com criptomoedas,
1.Como as criptomoedas podem ser usadas na preservação de identidade?,Oferecendo anonimato e controle sobre dados pessoais,Tornando todas as transações públicas e rastreáveis,Limitando a identidade a sistemas centralizados,Nenhuma relação com criptomoedas,
1.Como as criptomoedas podem ser usadas na caridade?,Facilitando doações globais transparentes,Limitando doações a nível local,Exclusivo para grandes instituições,Nenhuma relação com criptomoedas,
1.Quais são os riscos associados à volatilidade das criptomoedas?,Perda significativa de valor em curto prazo,Risco inexistente devido à estabilidade,Volatilidade não afeta as criptomoedas,Nenhuma relação com criptomoedas,
1.Como as criptomoedas podem impactar o setor bancário?,Reduzindo a dependência de instituições bancárias tradicionais,Minimizando o papel das criptomoedas,Incrementando a eficiência dos bancos,Nenhuma relação com criptomoedas,
1.O que é "mineração verde" em criptomoedas?,Uso de energia renovável na mineração,Mineração sem impacto ambiental,Produção de novas criptomoedas,Inexistente no contexto das criptomoedas,
1.Como as criptomoedas podem ser usadas em contratos de trabalho?,Automatizando e garantindo execução sem intermediários,Limitando a autonomia dos contratos,Validando contratos apenas manualmente,Nenhuma relação com criptomoedas,
1.Qual é o papel das exchanges de criptomoedas?,Facilitar a compra e venda de criptomoedas,Controlar o valor de mercado das criptomoedas,Lançar novas criptomoedas,Noção de exchange inexistente,
1.Como as criptomoedas podem ser usadas para combater a inflação?,Limitando a oferta total de moedas,Aumentando a oferta total de moedas,Mantendo a oferta constante,Nenhuma relação com criptomoedas,
1.Qual é o papel das chaves criptográficas em criptomoedas?,Garantir segurança e acesso à carteira,Usadas para transações apenas,Uso exclusivo na mineração,Nenhuma relação com criptomoedas,
1.Como a tokenização pode beneficiar o mercado imobiliário?,Facilitando a divisão de propriedades em frações,Apenas dificulta o processo de venda,Nenhuma relação com mercado imobiliário,Nenhuma resposta,
1.Quais são os desafios das criptomoedas na regulamentação?,Falta de consenso global nas leis,Regulação eficaz em todos os países,Facilidade de adaptação às leis,Noção de regulamentação inexistente,
1.Como as criptomoedas podem ser usadas em transações internacionais?,Facilitando transações rápidas e de baixo custo,Elevando as taxas de transação,Limitando as transações a nível local,Nenhuma relação com criptomoedas,
1.Qual é o impacto das criptomoedas nas taxas de câmbio?,Podem aumentar a volatilidade das moedas tradicionais,Estabilizam as taxas de câmbio globais,Nenhuma influência nas taxas de câmbio,Noção de impacto inexistente,
1.Como as criptomoedas podem ser usadas na gestão de identidade?,Oferecendo controle e segurança sobre dados pessoais,Tornando todas as transações públicas e rastreáveis,Limitando a identidade a sistemas centralizados,Nenhuma relação com criptomoedas,
1.Quais são os riscos de segurança associados às criptomoedas?,Roubo de chaves privadas e hacking de carteiras,Total segurança sem riscos,Risco apenas em transações online,Inexistência de riscos de segurança,
1.Como as criptomoedas podem ser utilizadas em sistemas de votação?,Garantindo transparência e segurança nas eleições,Podem comprometer a integridade das eleições,Não têm aplicação prática em votações,Noção de uso em votações inexistente,
1.O que é um "airdrop" em criptomoedas?,Distribuição gratuita de novas criptomoedas,Queda súbita no valor de uma criptomoeda,Lançamento de uma nova rede blockchain,Nenhuma relação com criptomoedas,
1.Como as criptomoedas podem impactar a educação financeira?,Facilitando o acesso a informações financeiras,Pouco impacto na educação financeira,Limitando o acesso a materiais educacionais,Nenhuma relação com criptomoedas,
1.Quais são as preocupações éticas em torno do uso das criptomoedas?,Possíveis atividades ilícitas e evasão fiscal,Legalidade total e transparência,Poucas preocupações éticas,Noção de ética inexistente,
1.Quais são as possíveis soluções para a escalabilidade das criptomoedas?,Implementar redes de segunda camada como Lightning Network,Poucas opções para abordar a escalabilidade,Nenhuma solução necessária,Noção de escalabilidade inexistente,
1.Como as criptomoedas podem ser usadas em eventos ao vivo?,Facilitando a compra de ingressos e transações,Apenas complicando as transações em eventos ao vivo,Nenhuma relação com eventos ao vivo,Nenhuma resposta,
1.Quais são os desafios da adoção em massa de criptomoedas?,Falta de compreensão e regulamentação,Adoção maciça sem desafios,Poucos desafios a serem superados,Noção de desafios inexistentes,
1.Como as criptomoedas podem ser usadas na governança?,Possibilitando votações seguras e transparentes,Apenas complicando processos de governança,Nenhuma relação com governança,Nenhuma resposta,
1.Qual é o papel das criptomoedas na sustentabilidade?,Minimizar impactos ambientais da indústria financeira,Contribuir para maiores impactos ambientais,Nenhuma relação com sustentabilidade,Nenhuma resposta,
1.O que é uma taxa de juros?,Percentagem de um empréstimo ou investimento,Percentagem de impostos,Percentagem de lucro,Percentagem de despesas pessoais,
1.Como é chamado o custo pelo uso de um cartão de crédito?,Taxa de juros,Valor da compra,Despesas mensais,Valor do limite de crédito,
1.Qual é a função de um fundo de emergência?,Reserva financeira para situações inesperadas,Dinheiro reservado para gastos supérfluos,Orçamento para entretenimento mensal,Lista de desejos,
1.O que é um título público?,Título emitido pelo governo para captar recursos,Título de propriedade de um veículo,Título emitido por uma empresa privada,Título de dívida emitido por um banco,
1.Qual é a importância do planeamento financeiro?,Melhorar a tomada de decisões financeiras,Atrasar o pagamento de contas,Aumentar as dívidas,Reduzir a renda,
1.O que significa "juros compostos"?,Juros que se acumulam sobre o capital inicial e os juros acumulados,Juros fixos,Juros simples,Juros decrescentes,
1.Como é chamado o dinheiro que uma pessoa deve a outras?,Dívida,Ativo,Patrimônio líquido,Crédito,
1.Qual é a diferença entre uma despesa fixa e uma variável?,Despesa fixa é constante e despesa variável pode mudar,Despesa variável é constante e despesa fixa pode mudar,Ambas são iguais,Nenhuma relação com finanças,
1.O que é uma poupança automática?,Transferência regular de dinheiro para uma conta de poupança,Investir automaticamente em ações,Despesas automáticas em cartão de crédito,Nenhuma relação com poupança,
1.Qual é o significado de "liquidez" no contexto financeiro?,Facilidade de transformar um ativo em dinheiro,Facilidade de adquirir crédito,Dificuldade de investir,Dificuldade de pagar dívidas,
1.Como é chamada a prática de gastar menos do que se ganha?,Educação financeira,Orçamento pessoal,Gestão de riscos,Gasto irresponsável,
1.Qual é o objetivo de um seguro de vida?,Proteger financeiramente os beneficiários em caso de morte,Aumentar o poder de compra,Garantir a renda na aposentadoria,Cobrir despesas diárias,
1.Como é chamada a compra de um bem usando dinheiro emprestado?,Financiamento,Investimento,Poupança,Leasing,
1.O que é uma meta financeira?,Objetivo financeiro específico a ser alcançado,Lista de despesas,Orçamento mensal,Quantidade de dinheiro disponível,
1.O que significa "risco financeiro"?,Possibilidade de perdas financeiras,Segurança absoluta nos investimentos,Retorno garantido nos investimentos,Nenhuma relação com finanças,
1.Como é chamado o montante inicial investido?,Capital inicial,Ganhos de capital,Retorno sobre o investimento,Custo de oportunidade,
1.Qual é a diferença entre um cartão de crédito e um cartão de débito?,Cartão de crédito usa crédito e cartão de débito usa dinheiro na conta,Ambos usam crédito,Ambos usam dinheiro na conta,Cartão de débito usa crédito e cartão de crédito usa dinheiro na conta,
1.O que é uma taxa de câmbio?,Valor relativo de uma moeda em relação a outra,Taxa de crescimento econômico,Taxa de juros internacional,Taxa de imposto sobre vendas,
1.Como é chamado o retorno sobre um investimento expresso em percentagem?,Taxa de retorno,Valor de mercado,Lucro líquido,Imposto de renda,
1.Qual é a função de uma corretora de valores?,Facilitar a compra e venda de investimentos,Oferecer seguros de vida,Servir como banco de varejo,Emitir empréstimos pessoais,
1.O que é um investimento de renda variável?,Investimento com retorno que pode flutuar,Investimento com retorno garantido,Investimento com retorno fixo,Investimento sem riscos,
1.Qual é a diferença entre um empréstimo e um investimento?,Empréstimo envolve dar dinheiro temporariamente e investimento envolve aplicar dinheiro com expectativa de retorno,Ambos são termos equivalentes,Ambos envolvem dar dinheiro temporariamente,Nenhuma relação entre os dois,
1.Como é chamada a prática de comprar ações de várias empresas para diversificar o risco?,Diversificação,Concentração,Monopólio,Exclusividade,
1.O que significa "inflação"?,Aumento geral dos preços,Crescimento constante da economia,Aumento do poder de compra,Diminuição dos preços,
1.Qual é a diferença entre uma conta corrente e uma conta poupança?,Conta corrente é para transações diárias e conta poupança é para economizar,Conta poupança é para transações diárias e conta corrente é para economizar,Ambas são iguais,Nenhuma relação com finanças,
1.Como é chamada a quantia de dinheiro que uma pessoa ou empresa deve?,Dívida,Receita,Patrimônio líquido,Investimento,
1.Qual é a importância de ter um fundo de emergência?,Proporciona segurança financeira em situações inesperadas,Permite gastos supérfluos,Limita as opções de gastos,Nenhuma relação com segurança financeira,
1.Como é chamada a prática de adiar uma compra até ter dinheiro suficiente?,Poupar,Antecipar,Gastar,Investir,
1.O que significa "orçamento pessoal"?,Plano de gastos,Lista de desejos,Calendário de eventos,Receita de culinária,
1.Qual é a diferença entre um ativo e um passivo?,Ativos são bens e investimentos e passivos são obrigações financeiras,Ativos são dívidas e passivos são investimentos,Ambos representam dívidas,Ambos representam investimentos,
1.O que é um investimento de renda fixa?,Retorno garantido,Retorno variável,Retorno aleatório,Retorno decrescente,
1.O que significa ROI em termos financeiros?,Retorno sobre o investimento,Renda Operacional Imediata,Risco de Operação Inexistente,Rendimento Obtido Internamente,
1.O que é uma nota fiscal?,Documento fiscal que regista uma transação,Moeda em papel,Nota de agradecimento,Nota promissória,
1.Como é chamado o processo de acompanhamento e análise das despesas pessoais?,Orçamentação,Investimento,Endividamento,Desconhecimento financeiro,
1.O que significa "bolsa de valores"?,Mercado onde são compradas e vendidas ações e títulos,Local para guardar dinheiro,Feira de comércio local,Nenhuma relação com finanças,
1.Qual é a importância de diversificar os investimentos?,Reduzir o risco,Concentrar os riscos,Aumentar o risco,Nenhuma relação com investimentos,
1.Como é chamada a prática de comprar algo sem a necessidade imediata?,Compra por impulso,Compra planeada,Compra estratégica,Nenhuma relação com compras,
1.Qual é o objetivo de um fundo de pensão?,Prover renda na aposentadoria,Financiar férias luxuosas,Comprar bens de luxo,Investir em ações especulativas,
1.Qual é a diferença entre uma ação e um título de renda fixa?,Ação representa parte do capital de uma empresa,Título de renda fixa é uma dívida,Ambos são iguais,Nenhuma relação com investimentos,
1.Como é chamado o período em que uma pessoa para de trabalhar e se aposenta?,Aposentadoria,Férias prolongadas,Desemprego voluntário,Nenhuma relação com carreira,
1.O que é um "fundo de índice"?,Investimento que replica um índice de mercado,Fundo para eventos sociais,Reserva financeira para emergências,Nenhuma relação com investimentos,
1.Qual é a importância do histórico de crédito na obtenção de empréstimos?,Influencia a aprovação e taxas de juros,Não tem impacto,Facilita a obtenção de empréstimos,Nenhuma relação com crédito,
1.O que é um "portfólio" no contexto de investimentos?,Conjunto de investimentos de uma pessoa,Pasta de trabalho profissional,Lista de compras mensal,Nenhuma relação com investimentos,
1.Como é chamado o aumento geral dos preços de bens e serviços?,Inflação,Deflação,Estagnação,Nenhuma relação com economia,
1.Qual é o papel de um consultor financeiro?,Aconselhar sobre gestão financeira,Prestar serviços de limpeza,Oferecer serviços de construção,Nenhuma relação com finanças,
1.Como é chamado o processo de compra e venda de ações frequentemente?,Day trading,Compra a longo prazo,Investimento passivo,Nenhuma relação com negociação de ações,
1.Quais são os benefícios de um plano de aposentadoria privada?,Prover renda adicional na aposentadoria,Não tem benefícios,Aumentar a carga de trabalho,Nenhuma relação com aposentadoria,
1.Como é chamado o processo de registo de todas as transações financeiras de uma empresa?,Contabilidade,Registo civil,Documentação financeira,Nenhuma relação com empresas,
1.Qual é o impacto da taxa de juros na economia?,Influencia o custo do crédito e o consumo,Não tem impacto,Diminui a oferta de dinheiro,Nenhuma relação com a economia,
1.Como é chamado o documento que detalha os termos de um empréstimo?,Contrato,Comprovativo de residência,Certificado de depósito,Nenhuma relação com empréstimos,
1.Qual é a diferença entre um cartão de crédito e um cartão de débito?,Cartão de crédito usa crédito e cartão de débito usa dinheiro na conta,Ambos usam crédito,Ambos usam dinheiro na conta,Cartão de débito usa crédito e cartão de crédito usa dinheiro na conta,
1.O que é um "spread" em termos financeiros?,Diferença entre a taxa de juros de empréstimos e depósitos,Produto financeiro de alto risco,Gasto excessivo,Nenhuma relação com finanças,
1.Como é chamado o valor residual de um investimento após a depreciação?,Valor contábil,Valor de mercado,Valor nominal,Nenhuma relação com investimentos,
1.Quais são as vantagens de um cartão de crédito com recompensas?,Acúmulo de pontos e benefícios adicionais,Não tem vantagens,Aumento da taxa de juros,Nenhuma relação com cartões de crédito,
1.Qual é o papel de um agente autônomo de investimentos?,Oferecer orientação sobre investimentos,Conduzir eventos sociais,Coletar impostos,Nenhuma relação com investimentos,
1.O que é uma "empresa de capital aberto"?,Empresa cujas ações são negociadas publicamente,Empresa fechada nos fins de semana,Empresa sem capital,Nenhuma relação com empresas,
1.Qual é o impacto do rating de crédito na obtenção de empréstimos?,Influencia na aprovação e nas taxas de juros,Não tem impacto,Facilita a obtenção de empréstimos,Nenhuma relação com crédito,
1.Como é chamado o valor total de ações de uma empresa multiplicado pelo preço de mercado por ação?,Capitalização de mercado,Lucro líquido,Dividendos acumulados,Nenhuma relação com empresas,
1.Qual é a importância do seguro de saúde?,Proteger contra custos médicos elevados,Não tem importância,Aumentar a exposição a riscos,Nenhuma relação com saúde,
1.O que é um "hedge" em investimentos?,Estratégia para reduzir o risco,Investimento arriscado,Retorno garantido,Nenhuma relação com investimentos,
1.Como é chamado o documento que detalha os ganhos e gastos de uma pessoa?,Orçamento,Contrato,Diploma,Nenhuma relação com finanças,
1.Quais são os riscos de investir em ações?,Volatilidade e perda de capital,Retorno garantido,Estabilidade constante,Nenhuma relação com investimentos,
1.O que é uma "taxa de câmbio flutuante"?,Valor da moeda em relação a outras determinado pelo mercado,Valor fixo da moeda,Taxa de câmbio internacional,Nenhuma relação com câmbio,
1.Qual é a importância da educação financeira?,Melhorar a tomada de decisões financeiras,Aumentar a dívida,Ignorar a gestão financeira,Nenhuma relação com educação,
1.Como é chamado o valor que um ativo perde ao longo do tempo?,Depreciação,Valor nominal,Ganhos de capital,Nenhuma relação com ativos,
1.Quais são os benefícios de um investimento de longo prazo?,Crescimento do capital e composto ao longo do tempo,Risco reduzido e retorno imediato,Perda de capital e retorno instável,Nenhuma relação com investimentos,
1.Qual é o impacto do desemprego na economia?,Redução do consumo e crescimento econômico,Aumento do consumo e estabilidade econômica,Estagnação da economia,Nenhuma relação com economia,
1.Como é chamado o período em que um empréstimo é totalmente pago?,Amortização,Período de carência,Prazo de pagamento,Nenhuma relação com empréstimos,
1.Quais são as formas comuns de fraude financeira?,Roubo de identidade,Renda passiva,Renda passiva e orçamento,Nenhuma relação com fraudes,
1.Qual é o impacto das taxas de juros na compra de uma casa?,Influencia nas taxas de hipoteca e no custo total,Não tem impacto,Facilita a compra de casas,Nenhuma relação com imóveis,
1.Como é chamada a prática de investir em vários setores da economia?,Investimento setorial,Diversificação,Especialização,Nenhuma relação com investimentos,
1.Qual é a importância do seguro de vida?,Proteger financeiramente os beneficiários em caso de morte,Não tem importância,Aumentar a exposição a riscos,Nenhuma relação com seguros,
1.O que é uma "ordem de stop" em investimentos?,Ordem para vender um ativo se o preço atingir um certo nível,Estratégia para comprar ações,Pedido para parar o mercado financeiro,Nenhuma relação com ordens de investimento,
1.Como é chamada a prática de comprar bens com a intenção de revendê-los por um lucro?,Flipping,Investimento passivo,Renda fixa,Nenhuma relação com comércio,
1.Como é chamado o estudo das finanças de uma empresa?,Análise financeira,Investimento empresarial,Estratégia de mercado,Nenhuma relação com empresas,
1.Qual é a importância de entender o funcionamento dos juros antes de contrair um empréstimo?,Evitar dívidas desnecessárias e compreender os custos,Não tem importância,Aumentar a dívida sem consideração,Nenhuma relação com empréstimos,
1.Quais são os fatores a considerar ao escolher um seguro de automóvel?,Cobertura,Franquia e prêmio,Cor do carro segurado,Nenhuma relação com seguros,
1.Como é chamada a prática de gastar dinheiro antes mesmo de recebê-lo?,Endividamento,Poupança,Planeamento financeiro,Nenhuma relação com gastos,
1.Qual é a importância de estabelecer metas financeiras?,Fornecer direção e motivação para a gestão financeira,Ignorar responsabilidades financeiras,Aumentar despesas desnecessárias,Nenhuma relação com metas,
1.Como é chamado o conjunto de bens e direitos de uma pessoa ou empresa?,Património,Dívida,Orçamento,Nenhuma relação com finanças,
1.Qual é a importância de entender o próprio perfil de investidor?,Alinhar os investimentos com objetivos e tolerância ao risco,Ignorar objetivos e assumir riscos excessivos,Seguir estratégias sem consideração,Nenhuma relação com perfis de investimento,
1.Como é chamada a prática de comprar bens e serviços apenas quando necessário?,Consumo consciente,Consumo impulsivo,Consumo excessivo,Nenhuma relação com consumo,
1.Como é chamada a prática de investir em múltiplos tipos de ativos para espalhar o risco?,Diversificação,Especulação,Concentração,Nenhuma relação com investimentos,
1.Como é chamada a quantia de dinheiro que uma pessoa ou empresa deve a outra?,Crédito,Débito,Poupança,Nenhuma relação com finanças,
1.Qual é a diferença entre uma moeda fiduciária e uma criptomoeda?,Moeda fiduciária é emitida por governos enquanto criptomoeda é descentralizada,Ambas são emitidas por governos,Moeda fiduciária é descentralizada enquanto criptomoeda é emitida por governos,Nenhuma relação com moedas,
1.Como é chamada a prática de comparar preços antes de fazer uma compra?,Pesquisa de mercado,Compra impulsiva,Despreocupação financeira,Nenhuma relação com compras,
1.Quais são os fatores a considerar ao escolher um cartão de débito?,Taxas,Aparência do cartão,Cor do cartão de débito,Nenhuma relação com cartões,
1.Quais são os benefícios de se investir num fundo de índice?,Diversificação e baixas taxas de administração,Especulação e altas taxas de administração,Concentração e taxas elevadas,Nenhuma relação com fundos de índice,
1.Como é chamado o processo de transferir o saldo de uma dívida para outra com melhores condições?,Portabilidade de dívida,Endividamento adicional,Pagamento mínimo,Nenhuma relação com dívidas,
1.Como é chamada a prática de investir em educação financeira e conhecimento do mercado?,Empoderamento financeiro,Ignorância financeira,Especulação financeira,Nenhuma relação com educação financeira,
1.Como é chamada a prática de analisar o retorno potencial antes de investir?,Avaliação de retorno,Desconhecimento de riscos,Ignorância financeira,Nenhuma relação com investimentos,
1.Como é chamada a prática de avaliar os riscos antes de realizar um investimento?,Gestão de riscos,Desconhecimento de riscos,Ignorância financeira,Nenhuma relação com avaliação de riscos,
1.Como é chamada a prática de gastar dinheiro com cuidado e consciência?,Educação financeira,Gasto impulsivo,Gasto irresponsável,Nenhuma relação com finanças,
1.Como é chamado o processo de definir metas financeiras e criar um plano para alcançá-las?,Planeamento financeiro,Compra impulsiva,Gasto semanal,Nenhuma relação com finanças,
1.Quais são os benefícios de se investir em conhecimento financeiro?,Melhor tomada de decisões,Limitar o acesso a informações financeiras,Facilitar gastos supérfluos,Nenhuma relação com conhecimento financeiro,
1.Como é chamado o custo pelo uso de um cartão de crédito?,Taxa de juros,Valor da compra,Despesas mensais,Valor do limite de crédito,
1.Qual é a diferença entre uma taxa de juros fixa e variável?,Taxa fixa permanece constante e taxa variável pode mudar,Ambas são iguais,Ambas mudam de acordo com o mercado,Nenhuma relação com taxas de juros,
1.O que é uma "nota promissória"?,Documento que promete o pagamento de uma quantia,Moeda física,Documento de identificação pessoal,Nenhuma relação com finanças,
1.Como é chamado o dinheiro que uma pessoa reserva para atender a despesas futuras?,Economias,Despesas,Investimentos,Nenhuma relação com finanças,
1.O que é uma "conta corrente"?,Tipo de conta para transações diárias,Conta para investimentos,Conta de poupança,Conta para transações internacionais,
1.Como é chamado o documento que detalha os termos de um empréstimo?,Contrato,Comprovativo de residência,Certificado de depósito,Nenhuma relação com empréstimos,
1.Qual é a principal função de um fundo de índice (ETF)?,Replicar o desempenho de um índice específico do mercado,Oferecer seguro de vida para investidores,Financiar projetos imobiliários,Realizar operações de câmbio,
1.Como é chamado o processo de diversificação de investimentos em diferentes classes de ativos?,Alocação de ativos,Déficit orçamentário,Consolidação de ativos,Capitalização de mercado,
1.Qual é o impacto do aumento da taxa de juros sobre os investimentos?,Redução do apetite por investimentos de risco,Nada acontece ao mercado,Estímulo ao investimento em ações,Diminuição do valor dos títulos públicos,
1.Como funciona o mercado de câmbio (Forex)?,Negociação de moedas estrangeiras,Compra e venda de imóveis,Leilões de arte e antiguidades,Empréstimos entre bancos,
1.Qual é o objetivo do rebalanceamento de carteira?,Manter a alocação de ativos de acordo com os objetivos do investidor,Maximizar os custos operacionais,Investir exclusivamente em ativos de alto risco,Comprar ações de uma única empresa,
1.O que é o índice de Sharpe?,Medida de desempenho ajustada ao risco de um investimento,Indicador de volatilidade do mercado,Índice de preços de commodities,Estimativa do retorno esperado de uma ação,
1.Como funciona o crowdfunding imobiliário?,Múltiplos investidores financiam projetos imobiliários através de plataformas online,Compra direta de imóveis por uma única pessoa,Empréstimo de dinheiro por uma instituição financeira,Leilão de propriedades numa bolsa especializada,
1.O que é o rácio P/E (Price-to-Earnings) em análise de ações?,Relação entre o preço da ação e os lucros por ação,Medida de volatilidade do mercado,Estimativa do valor contábil de uma empresa,Proporção entre o dividendo e o preço da ação,
1.O que é uma linha de tendência em análise gráfica de ações?,Representação visual da direção geral do movimento dos preços,Gráfico de barras que mostra o volume de negociação,Projeção futura do desempenho do mercado,Nenhuma relação com análise de ações,
1.Como funciona um fundo de investimento imobiliário (FII)?,Investidores contribuem para um fundo que possui e opera propriedades imobiliárias,Empréstimos coletivos para compra de imóveis,Compra direta de ações de empresas imobiliárias,Leilão de propriedades numa bolsa especializada,
1.Qual é o objetivo da análise fundamentalista?,Avaliar o valor intrínseco de um ativo com base em fundamentos financeiros,Prever movimentos de curto prazo no mercado,Identificar padrões gráficos em ações,Analisar tendências de mercado,
1.Como é chamado o risco que afeta todo o mercado financeiro?,Risco sistémico,Risco específico,Risco operacional,Risco de liquidez,
1.Qual é o significado de "stop loss" na negociação de ações?,Ordem para vender um ativo automaticamente se seu preço cair para um determinado nível,Valor mínimo de investimento permitido,Proteção contra roubos de identidade,Nenhuma relação com ações,
1.O que é uma bolha financeira?,Situação em que o preço de um ativo é inflacionado de forma insustentável,Modalidade de investimento de baixo risco,Evento que ocorre quando a taxa de juros sobe abruptamente,Processo de aumento constante nos preços dos ativos,
1.O que é uma oferta pública secundária?,Venda adicional de ações já existentes para o público,Primeira oferta de ações por uma empresa ao público,Venda de ações de uma empresa para seus próprios funcionários,Nenhuma relação com ofertas públicas,
1.Como funciona o investimento em dividendos?,Receber pagamentos regulares com base nos lucros distribuídos por uma empresa,Apostar na variação de preços de mercado,Investir em empresas iniciantes através de plataformas online,Comprar títulos públicos em leilões do governo,
1.Como é calculado o preço-alvo de uma ação na análise fundamentalista?,Avaliação do valor intrínseco da empresa e projeção de crescimento futuro,Estimativa subjetiva baseada em opiniões de analistas,Divisão do preço atual pelo dividendo por ação,Fixado pelo governo anualmente,
1.Qual é o propósito do Índice de Preços ao Consumidor (IPC)?,Medir a variação média dos preços dos bens de consumo mais frequentes,Indicar o crescimento econômico de um país,Estimar a taxa de juros praticada pelos bancos centrais,Nenhuma relação com preços ao consumidor,
1.Como é calculado o índice de liquidez?,Divisão do ativo circulante pelo passivo circulante,Soma dos ativos e passivos de uma empresa,Subtração dos ativos pelo passivo,Estimativa subjetiva do valor de uma empresa,
1.Qual é a função de um rating de crédito?,Avaliar a capacidade de uma empresa ou governo pagar dívidas,Classificar a liquidez de um ativo financeiro,Definir o valor justo de uma ação,Analisar o desempenho histórico do mercado,
1.O que significa "ciclo econômico"?,Variação periódica da atividade econômica que envolve expansão e contração,Economia totalmente estática sem mudanças,Efeito sazonal nos preços dos produtos,Nenhuma relação com a economia,
1.Como é chamado o fenômeno em que o valor do dinheiro diminui ao longo do tempo?,Inflação,Deflação,Estagnação,Hiperinflação,
1.Qual é o propósito de um fundo de hedge?,Buscar retornos elevados utilizando estratégias mais arriscadas,Minimizar os riscos através de diversificação,Investir exclusivamente em ações de empresas consolidadas,Oferecer empréstimos a taxas favoráveis,
1.Como funciona o empréstimo peer-to-peer?,Indivíduos emprestam dinheiro diretamente uns aos outros através de plataformas online,Empréstimo entre parentes,Empréstimo feito por instituições financeiras tradicionais,Empréstimo garantido pelo governo,
1.Qual é o objetivo do seguro de saúde?,Cobrir despesas médicas e hospitalares,Oferecer proteção contra roubos,Subsidiar o custo de combustíveis,Proteger contra desastres naturais,
1.Qual é a função de um conselho fiscal numa empresa?,Fiscalizar as atividades financeiras da empresa e garantir conformidade com leis e regulamentos,Decidir estratégias de marketing da empresa,Desenvolver produtos e serviços,Supervisionar a produção,
1.Como é chamada a prática de adquirir bens ou serviços sem o uso de dinheiro físico?,Compra online,Troca direta,Serviço de assinatura,Nenhuma opção,
1.Como funciona o empréstimo com garantia?,Cliente utiliza um ativo (como imóvel) como garantia para obter um empréstimo,Empréstimo sem qualquer garantia,Empréstimo baseado apenas na pontuação de crédito,Empréstimo feito exclusivamente por amigos,
